Document Index (generated),Number of Records,Question Id,Topic Id
34018,1,5038835,movement-questions
34019,1,5038835,virus-questions
34020,1,5038836,drug-questions
34021,1,5038836,insomnia-questions
34022,1,5038848,rash-questions
34023,1,5038849,baby-questions
34024,1,5038849,fever-questions
34025,1,5038849,head-questions
34026,1,5038849,stomach-questions
34027,1,5038849,sweating-questions
34028,1,5038850,aorta-questions
34029,1,5038850,drug-questions
34030,1,5038850,vascular-ring-questions
34031,1,5038851,sexually-transmitted-disease-questions
34032,1,5038852,sexually-transmitted-disease-questions
34033,1,5038855,anxiety-questions
34034,1,5038855,panic-attack-questions
34035,1,5038855,phobia-questions
34036,1,5038857,blood-test-questions
34037,1,5038857,liver-questions
34038,1,5038857,pain-questions
34039,1,5038861,cheekbones-questions
34040,1,5038861,pain-questions
34041,1,5038861,sore-throat-questions
34042,1,5038861,swallow-questions
34043,1,5038861,tenderness-questions
34044,1,5038863,insurance-questions
34045,1,5038869,mint-questions
34046,1,5038870,anxiety-questions
34047,1,5038870,depression-questions
34048,1,5038878,muscle-questions
34049,1,5038878,walking-questions
34050,1,5038881,morning-after-pill-questions
34051,1,5038881,period-questions
34052,1,5038881,sexual-intercourse-questions
34053,1,5038883,hydrocele-questions
34054,1,5038883,scrotum-questions
34055,1,5038883,vision-questions
34056,1,5038883,walking-questions
34057,1,5038894,hunger-questions
34058,1,5038894,nipple-questions
34059,1,5038894,vagina-questions
34060,1,5038899,pain-questions
34061,1,5038899,period-questions
34062,1,5038899,pregnancy-questions
34063,1,5038901,pain-questions
34064,1,5038901,period-questions
34065,1,5038901,pregnancy-questions
34066,1,5038904,stomach-questions
34067,1,5038906,kidney-stone-questions
34068,1,5038906,pain-questions
34069,1,5038906,pressure-questions
34070,1,5038906,urination-questions
34071,1,5038906,vision-questions
34072,1,5038907,virus-questions
34073,1,5038909,cholesterol-questions
34074,1,5038909,pepper-questions
34075,1,5038913,antibiotic-questions
34076,1,5038913,fertility-questions
34077,1,5038913,infertility-questions
34078,1,5038914,breast-questions
34079,1,5038914,cramps-questions
34080,1,5038914,heart-questions
34081,1,5038914,leg-questions
34082,1,5038914,weight-gain-questions
34083,1,5038915,condom-questions
34084,1,5038915,period-questions
34085,1,5038915,pregnancy-questions
34086,1,5038915,spotting-questions
34087,1,5038917,cancer-questions
34088,1,5038917,nipple-questions
34089,1,5038917,skin-questions
34090,1,5038919,clitoris-questions
34091,1,5038919,lump-questions
34092,1,5038919,swelling-questions
34093,1,5038919,vision-questions
34094,1,5038919,yeast-infection-questions
34095,1,5038930,period-questions
34096,1,5038930,tampon-questions
34097,1,5038930,vision-questions
34098,1,5038944,insurance-questions
34099,1,5038951,stitches-questions
34100,1,5038959,insurance-questions
34101,1,5038959,lymphoma-questions
34102,1,5038959,period-questions
34103,1,5038959,pre-existing-condition
34104,1,5038961,bronchitis-questions
34105,1,5038966,back-pain-questions
34106,1,5038966,diabetes-questions
34107,1,5038966,hiv-questions
34108,1,5038966,iron-questions
34109,1,5038966,period-questions
34110,1,5038967,hernia-questions
34111,1,5038967,surgery-questions
34112,1,5038969,drinking-questions
34113,1,5038972,anus-questions
34114,1,5038972,condom-questions
34115,1,5038972,period-questions
34116,1,5038973,kidney-questions
34117,1,5038973,watermelon-questions
34118,1,5038978,grapefruit-questions
34119,1,5038978,period-questions
34120,1,5038979,hepatitis-c-questions
34121,1,5038985,endometriosis-questions
34122,1,5038985,menopause-questions
34123,1,5038985,period-questions
34124,1,5038987,abdominal-pain-questions
34125,1,5038987,constipation-questions
34126,1,5038987,pain-questions
34127,1,5038987,urination-questions
34128,1,5038987,x-ray-questions
34129,1,5038988,bloating-questions
34130,1,5038988,bowel-movement-questions
34131,1,5038988,sleepiness-questions
34132,1,5038990,antibiotic-questions
34133,1,5038990,diarrhea-questions
34134,1,5038990,sinus-infection-questions
34135,1,5038991,hives-questions
34136,1,5038992,neuritis-questions
34137,1,5038992,steroid-questions
34138,1,5038996,iron-questions
34139,1,5038997,lung-questions
34140,1,5038997,staph-infection-questions
34141,1,5038999,healing-questions
34142,1,5038999,pea-questions
34143,1,5038999,ulcer-questions
34144,1,5039006,cramps-questions
34145,1,5039006,irregularity-questions
34146,1,5039006,menopause-questions
34147,1,5039006,period-questions
34148,1,5039006,smell-questions
34149,1,5039008,birth-control-questions
34150,1,5039008,period-questions
34151,1,5039016,ejaculation-questions
34152,1,5039016,genitalia-questions
34153,1,5039016,pain-questions
34154,1,5039016,penis-questions
34155,1,5039016,urination-questions
34156,1,5039019,anti-inflammatory-questions
34157,1,5039019,antibiotic-questions
34158,1,5039019,pain-questions
34159,1,5039019,testicle-questions
34160,1,5039019,vasectomy-questions
34161,1,5039022,bloating-questions
34162,1,5039022,pelvic-area-questions
34163,1,5039022,pregnancy-questions
34164,1,5039022,weight-questions
34165,1,5039027,arm-questions
34166,1,5039027,breast-cancer-questions
34167,1,5039027,breast-questions
34168,1,5039027,lymph-node-questions
34169,1,5039027,pain-questions
34170,1,5039030,injection-questions
34171,1,5039030,insulin-questions
34172,1,5039032,staph-infection-questions
34173,1,5039042,back-pain-questions
34174,1,5039042,cramps-questions
34175,1,5039042,period-questions
34176,1,5039042,pregnancy-questions
34177,1,5039042,sexual-intercourse-questions
34178,1,5039050,ejaculation-questions
34179,1,5039050,ovulation-questions
34180,1,5039050,pregnancy-questions
34181,1,5039050,urination-questions
34182,1,5039050,vagina-questions
34183,1,5039053,period-questions
34184,1,5039057,alcoholism-questions
34185,1,5039057,stomach-questions
34186,1,5039063,buttocks-questions
34187,1,5039063,cancer-questions
34188,1,5039073,antibiotic-questions
34189,1,5039073,tattoo-questions
34190,1,5039076,bacterial-vaginosis-questions
34191,1,5039077,burn-questions
34192,1,5039077,pain-questions
34193,1,5039077,paranoid-behavior-questions
34194,1,5039077,urination-questions
34195,1,5039078,injection-questions
34196,1,5039079,allergy-questions
34197,1,5039081,large-intestine-questions
34198,1,5039081,vitamin-questions
34199,1,5039083,caffeine-questions
34200,1,5039083,drug-test-questions
34201,1,5039083,migraine-questions
34202,1,5039085,blood-test-questions
34203,1,5039085,breast-questions
34204,1,5039085,period-questions
34205,1,5039085,pregnancy-questions
34206,1,5039085,tenderness-questions
34207,1,5039091,sperm-questions
34208,1,5039092,knee-pain-questions
34209,1,5039092,knee-questions
34210,1,5039092,pain-questions
34211,1,5039092,running-questions
34212,1,5039092,weight-questions
34213,1,5039093,headache-questions
34214,1,5039093,migraine-questions
34215,1,5039093,seizure-questions
34216,1,5039093,thyroid-questions
34217,1,5039093,thyroidectomy-questions
34218,1,5039113,yeast-infection-questions
34219,1,5039115,cancer-questions
34220,1,5039115,glaucoma-questions
34221,1,5039117,shingles-questions
34222,1,5039119,anus-questions
34223,1,5039119,drainage-questions
34224,1,5039119,fistula-questions
34225,1,5039119,healing-questions
34226,1,5039119,surgery-questions
34227,1,5039120,itch-questions
34228,1,5039120,masturbation-questions
34229,1,5039120,pain-questions
34230,1,5039120,penis-questions
34231,1,5039120,vision-questions
34232,1,5039121,pea-questions
34233,1,5039121,skin-questions
34234,1,5039121,vision-questions
34235,1,5039125,chest-questions
34236,1,5039125,hand-questions
34237,1,5039125,heart-questions
34238,1,5039125,muscle-questions
34239,1,5039125,stomach-questions
34240,1,5039132,hand-questions
34241,1,5039132,hyperhidrosis-questions
34242,1,5039133,pea-questions
34243,1,5039136,dog-questions
34244,1,5039136,pasta-questions
34245,1,5039138,cramps-questions
34246,1,5039138,diaphragm-questions
34247,1,5039138,smoking-questions
34248,1,5039138,stomach-questions
34249,1,5039141,exercise-questions
34250,1,5039141,heart-questions
34251,1,5039141,weight-questions
34252,1,5039144,hair-questions
34253,1,5039144,pilonidal-cyst-questions
34254,1,5039146,headache-questions
34255,1,5039146,transplant-questions
34256,1,5039147,penis-questions
34257,1,5039150,lump-questions
34258,1,5039150,pain-questions
34259,1,5039150,splint-questions
34260,1,5039150,thumb-questions
34261,1,5039150,wrist-questions
34262,1,5039153,pain-questions
34263,1,5039159,penis-questions
34264,1,5039163,blister-questions
34265,1,5039163,foot-questions
34266,1,5039163,leg-questions
34267,1,5039163,pain-questions
34268,1,5039163,vision-questions
34269,1,5039165,medicare-questions
34270,1,5039166,asthma-questions
34271,1,5039166,medicare-questions
34272,1,5039178,blood-clot-questions
34273,1,5039178,blood-thinner-questions
34274,1,5039178,lung-questions
34275,1,5039178,movement-questions
34276,1,5039178,travel-questions
34277,1,5039179,heart-questions
34278,1,5039179,hyperventilation-questions
34279,1,5039179,oxygen-questions
34280,1,5039179,short-stature-questions
34281,1,5039179,urination-questions
34282,1,5039180,arm-questions
34283,1,5039180,hand-questions
34284,1,5039180,lip-questions
34285,1,5039180,swelling-questions
34286,1,5039181,oral-cancer-questions
34287,1,5039183,cancer-questions
34288,1,5039183,liver-questions
34289,1,5039186,yeast-infection-questions
34290,1,5039187,yeast-infection-questions
34291,1,5039188,baby-questions
34292,1,5039188,down-syndrome-questions
34293,1,5039188,family-questions
34294,1,5039188,hand-questions
34295,1,5039188,pregnancy-questions
34296,1,5039191,bacterium-questions
34297,1,5039191,grief-questions
34298,1,5039191,rash-questions
34299,1,5039191,vagina-questions
34300,1,5039191,yeast-infection-questions
34301,1,5039192,kidney-stone-questions
34302,1,5039192,uric-acid-questions
34303,1,5039193,diet-questions
34304,1,5039195,baby-questions
34305,1,5039195,yeast-infection-questions
34306,1,5039198,arm-questions
34307,1,5039198,itch-questions
34308,1,5039198,psoriasis-questions
34309,1,5039204,cyst-questions
34310,1,5039205,cyst-questions
34311,1,5039206,breast-questions
34312,1,5039206,insurance-questions
34313,1,5039206,irregularity-questions
34314,1,5039206,nausea-questions
34315,1,5039206,pregnancy-questions
34316,1,5039211,drinking-questions
34317,1,5039211,nausea-questions
34318,1,5039211,pregnancy-questions
34319,1,5039213,iodine-questions
34320,1,5039213,ringworm-questions
34321,1,5039220,anxiety-questions
34322,1,5039220,blood-test-questions
34323,1,5039220,dizziness-questions
34324,1,5039220,heart-questions
34325,1,5039220,palpitation-questions
34326,1,5039238,food-questions
34327,1,5039238,mold-questions
34328,1,5039239,ankle-questions
34329,1,5039239,foot-questions
34330,1,5039239,pain-questions
34331,1,5039239,swelling-questions
34332,1,5039239,walking-questions
34333,1,5039245,ears-questions
34334,1,5039245,nose-questions
34335,1,5039245,swelling-questions
34336,1,5039245,throat-questions
34337,1,5039245,tongue-questions
34338,1,5039249,pain-questions
34339,1,5039249,spinal-fusion-questions
34340,1,5039249,surgery-questions
34341,1,5039256,drinking-questions
34342,1,5039256,kidney-questions
34343,1,5039256,thirst-questions
34344,1,5039259,atrophy-questions
34345,1,5039259,leg-questions
34346,1,5039259,muscular-dystrophy-questions
34347,1,5039259,polio-questions
34348,1,5039259,walking-questions
34349,1,5039262,allergy-questions
34350,1,5039262,coldness-questions
34351,1,5039262,exercise-stress-test-questions
34352,1,5039262,immune-system-questions
34353,1,5039262,lung-questions
34354,1,5039263,insurance-questions
34355,1,5039264,cramps-questions
34356,1,5039264,diarrhea-questions
34357,1,5039264,pelvic-area-questions
34358,1,5039264,smell-questions
34359,1,5039264,vomit-questions
34360,1,5039275,trichomoniasis-questions
34361,1,5039280,fear-questions
34362,1,5039281,birth-questions
34363,1,5039281,burn-questions
34364,1,5039281,circumcision-questions
34365,1,5039281,foreskin-questions
34366,1,5039281,skin-questions
34367,1,5039282,insurance-questions
34368,1,5039283,birth-questions
34369,1,5039283,burn-questions
34370,1,5039283,circumcision-questions
34371,1,5039283,foreskin-questions
34372,1,5039283,skin-questions
34373,1,5039284,chickenpox-questions
34374,1,5039284,shingles-questions
34375,1,5039286,surgery-questions
34376,1,5039286,vaginal-hysterectomy-questions
34377,1,5039286,walking-questions
34378,1,5039289,hydrocodone-questions
34379,1,5039289,period-questions
34380,1,5039293,height-questions
34381,1,5039295,period-questions
34382,1,5039297,ear-infection-questions
34383,1,5039297,mineral-oil-questions
34384,1,5039302,asthma-questions
34385,1,5039302,corpulence-questions
34386,1,5039302,smoking-questions
34387,1,5039302,walking-questions
34388,1,5039303,acupuncture-questions
34389,1,5039303,big-toe-questions
34390,1,5039303,bone-spurs-questions
34391,1,5039303,inflammation-questions
34392,1,5039303,pain-questions
34393,1,5039305,antibiotic-questions
34394,1,5039305,tenderness-questions
34395,1,5039305,urination-questions
34396,1,5039314,finger-questions
34397,1,5039314,nail-questions
34398,1,5039314,skin-questions
34399,1,5039314,vitamin-questions
34400,1,5039325,foot-questions
34401,1,5039325,long-term-effect-questions
34402,1,5039325,smell-questions
34403,1,5039325,smoking-questions
34404,1,5039326,condom-questions
34405,1,5039326,hair-questions
34406,1,5039326,hand-questions
34407,1,5039326,penis-questions
34408,1,5039326,period-questions
34409,1,5039335,antidepressant-questions
34410,1,5039335,depression-questions
34411,1,5039335,paranoid-behavior-questions
34412,1,5039335,weight-questions
34413,1,5039336,diarrhea-questions
34414,1,5039336,stomach-questions
34415,1,5039336,virus-questions
34416,1,5039336,weakness-questions
34417,1,5039341,asthma-questions
34418,1,5039341,nightmare-questions
34419,1,5039341,panic-attack-questions
34420,1,5039341,throat-questions
34421,1,5039342,hair-loss-questions
34422,1,5039343,calcium-channel-blocker-questions
34423,1,5039345,pregnancy-questions
34424,1,5039345,spotting-questions
34425,1,5039347,period-questions
34426,1,5039347,pregnancy-questions
34427,1,5039349,masturbation-questions
34428,1,5039350,baby-questions
34429,1,5039350,depression-questions
34430,1,5039353,headache-questions
34431,1,5039353,menopause-questions
34432,1,5039357,kidney-stone-questions
34433,1,5039358,antibiotic-questions
34434,1,5039358,eyes-questions
34435,1,5039359,vitamin-d-questions
34436,1,5039363,ears-questions
34437,1,5039363,pain-questions
34438,1,5039363,tooth-questions
34439,1,5039363,toothache-questions
34440,1,5039364,muscle-questions
34441,1,5039364,neck-questions
34442,1,5039364,pain-questions
34443,1,5039364,shoulder-questions
34444,1,5039364,stress-questions
34445,1,5039365,period-questions
34446,1,5039365,pregnancy-questions
34447,1,5039367,cough-questions
34448,1,5039367,sinus-infection-questions
34449,1,5039371,genital-herpes-questions
34450,1,5039374,corpulence-questions
34451,1,5039374,drinking-questions
34452,1,5039374,urination-questions
34453,1,5039375,leg-questions
34454,1,5039375,movement-questions
34455,1,5039375,nervousness-questions
34456,1,5039375,pain-questions
34457,1,5039377,buttocks-questions
34458,1,5039377,exercise-questions
